event_type,channel,status,length,adc,pmt_time,time_coarse,time_fine,tdc_coarse,tdc_start,tdc_stop,crc
0,0,4,0,1023,2052559973065,7646,102476489,12,7,5,2
0,9,4,0,985,2052559990834,7646,102494258,12,8,2,5
0,12,4,0,977,2052560060046,7646,102563470,12,13,9,11
0,1,4,0,1037,2052560193317,7646,102696741,12,10,6,6
0,2,4,0,970,2052560336123,7646,102839547,12,3,1,15
0,5,4,0,991,2052561034369,7646,103537793,11,0,13,9
0,13,4,0,1024,2052561047308,7646,103550732,11,2,10,14
0,15,4,0,976,2052561091754,7646,103595178,12,14,14,14
0,10,4,0,967,2052561155790,7646,103659214,12,9,5,11
0,16,4,0,951,2052561435325,7646,103938749,12,6,3,6
0,14,4,0,969,2052561495627,7646,103999051,12,12,3,1
0,6,4,0,975,2052561594331,7646,104097755,12,4,6,13
0,8,4,0,966,2052561635720,7646,104139144,12,1,1,7
0,11,4,0,1004,2052561782864,7646,104286288,11,5,14,13
0,7,4,0,969,2052561974766,7646,104478190,12,12,7,15
0,3,4,0,987,2052561990321,7646,104493745,11,0,14,9
0,17,4,0,978,2052562052860,7646,104556284,12,10,7,3
0,4,4,0,1025,2052562355035,7646,104858459,12,12,7,6
0,18,4,0,985,2052562501487,7646,105004911,11,2,13,3
0,0,4,0,1024,2052562571783,7646,105075207,11,2,15,6
0,9,4,0,987,2052562589669,7646,105093093,12,11,5,15
0,12,4,0,981,2052562662307,7646,105165731,12,5,2,8
0,1,4,0,1039,2052562789474,7646,105292898,11,3,14,14
0,2,4,0,969,2052562934919,7646,105438343,12,7,5,14
0,0,4,0,258,2052563003829,7646,105507253,2,2,3,8
0,1,4,0,259,2052563003828,7646,105507252,2,14,15,15
0,2,4,0,258,2052563003829,7646,105507253,2,0,1,3
0,3,4,0,257,2052563003828,7646,105507252,2,13,14,13
0,4,4,0,258,2052563003828,7646,105507252,2,10,10,12
0,5,4,0,259,2052563003828,7646,105507252,2,13,14,6
0,6,4,0,260,2052563003828,7646,105507252,3,14,0,11
0,7,4,0,257,2052563003829,7646,105507253,2,0,2,6
0,8,4,0,257,2052563003829,7646,105507253,2,0,1,10
0,9,4,0,260,2052563003829,7646,105507253,2,3,5,6
0,10,4,0,258,2052563003828,7646,105507252,3,14,0,14
0,11,4,0,258,2052563003829,7646,105507253,2,1,2,14
0,12,4,0,260,2052563003828,7646,105507252,3,14,0,1
0,13,4,0,259,2052563003829,7646,105507253,2,0,1,13
0,14,4,0,257,2052563003828,7646,105507252,3,15,1,5
0,15,4,0,259,2052563003829,7646,105507253,2,1,3,15
0,16,4,0,257,2052563003828,7646,105507252,3,14,0,3
0,17,4,0,257,2052563003828,7646,105507252,2,14,14,8
0,18,4,0,257,2052563003828,7646,105507252,2,12,13,6
0,5,4,0,990,2052563625645,7646,106129069,12,4,1,4
0,13,4,0,1024,2052563653947,7646,106157371,11,6,14,5
0,15,4,0,975,2052563687525,7646,106190949,12,7,7,3
0,10,4,0,966,2052563758621,7646,106262045,11,3,14,4
0,16,4,0,951,2052564051707,7646,106555131,12,13,10,0
0,14,4,0,968,2052564102404,7646,106605828,12,9,1,7
0,6,4,0,976,2052564193428,7646,106696852,12,9,10,1
0,8,4,0,966,2052564243105,7646,106746529,12,10,10,5
0,11,4,0,1003,2052564390903,7646,106894327,12,13,6,5
0,7,4,0,970,2052564585804,7646,107089228,12,10,4,14
0,3,4,0,988,2052564591465,7646,107094889,12,15,13,6
0,17,4,0,978,2052564662015,7646,107165439,11,2,14,1
0,4,4,0,1025,2052564962741,7646,107466165,12,5,1,2
0,18,4,0,984,2052565104813,7646,107608237,12,3,0,12
0,0,4,0,1024,2052565170953,7646,107674377,12,10,8,14
0,9,4,0,986,2052565188138,7646,107691562,11,0,9,8
0,12,4,0,976,2052565265864,7646,107769288,11,0,13,8
0,1,4,0,1037,2052565384150,7646,107887574,12,12,8,14
0,2,4,0,970,2052565533920,7646,108037344,12,10,8,15
0,5,4,0,990,2052566217618,7646,108721042,12,10,7,7
0,13,4,0,1023,2052566260061,7646,108763485,12,7,0,2
0,15,4,0,977,2052566283328,7646,108786752,12,2,1,6
0,10,4,0,967,2052566361419,7646,108864843,12,12,8,8
0,16,4,0,951,2052566668604,7646,109172028,12,12,8,13
0,14,4,0,968,2052566709407,7646,109212831,12,13,4,12
0,6,4,0,977,2052566792996,7646,109296420,12,8,10,12
0,8,4,0,966,2052566852233,7646,109355657,12,14,14,7
0,11,4,0,1003,2052566998977,7646,109502401,12,9,3,5
0,3,4,0,987,2052567192202,7646,109695626,12,14,12,14
0,7,4,0,970,2052567196899,7646,109700323,12,11,6,10
0,17,4,0,977,2052567271623,7646,109775047,11,2,14,13
0,4,4,0,1025,2052567570256,7646,110073680,11,3,14,7
0,18,4,0,984,2052567708009,7646,110211433,11,1,13,3
0,0,4,0,1024,2052567770000,7646,110273424,12,12,9,12
0,9,4,0,987,2052567786821,7646,110290245,12,13,7,8
0,12,4,0,977,2052567869913,7646,110373337,12,11,8,8
0,1,4,0,1036,2052567978687,7646,110482111,12,10,5,8
0,0,4,0,258,2052568003526,7646,110506950,2,2,3,0
0,1,4,0,259,2052568003525,7646,110506949,2,14,15,6
0,2,4,0,257,2052568003526,7646,110506950,2,0,1,8
0,3,4,0,257,2052568003525,7646,110506949,2,13,14,4
0,4,4,0,258,2052568003525,7646,110506949,2,10,10,5
0,5,4,0,259,2052568003525,7646,110506949,2,13,14,15
0,6,4,0,260,2052568003525,7646,110506949,3,14,0,2
0,7,4,0,258,2052568003526,7646,110506950,2,0,2,13
0,8,4,0,257,2052568003526,7646,110506950,2,0,1,2
0,9,4,0,260,2052568003526,7646,110506950,2,3,5,14
0,10,4,0,258,2052568003525,7646,110506949,3,14,0,7
0,11,4,0,258,2052568003526,7646,110506950,2,1,2,6
0,12,4,0,259,2052568003525,7646,110506949,3,14,0,15
0,13,4,0,259,2052568003526,7646,110506950,2,0,1,5
0,14,4,0,257,2052568003525,7646,110506949,3,15,1,12
0,15,4,0,260,2052568003526,7646,110506950,2,1,3,0
0,16,4,0,258,2052568003525,7646,110506949,3,14,0,9
0,17,4,0,257,2052568003525,7646,110506949,3,14,0,14
0,18,4,0,257,2052568003525,7646,110506949,2,12,13,15
0,2,4,0,969,2052568134115,7646,110637539,12,14,12,13
0,5,4,0,990,2052568809165,7646,111312589,12,5,2,13
0,13,4,0,1023,2052568865908,7646,111369332,11,2,10,11
0,15,4,0,976,2052568880435,7646,111383859,12,5,5,11
0,10,4,0,968,2052568964133,7646,111467557,12,14,10,14
0,16,4,0,951,2052569284794,7646,111788218,11,1,13,1
0,14,4,0,969,2052569316782,7646,111820206,12,11,2,2
0,6,4,0,975,2052569392754,7646,111896178,12,7,8,7
0,8,4,0,966,2052569460066,7646,111963490,12,4,4,11
0,11,4,0,1003,2052569606940,7646,112110364,11,3,12,4
0,3,4,0,989,2052569792443,7646,112295867,11,1,14,10
0,7,4,0,969,2052569808327,7646,112311751,12,8,2,6
0,17,4,0,978,2052569881094,7646,112384518,12,10,6,4
0,4,4,0,1026,2052570177136,7646,112680560,12,12,7,12
0,18,4,0,985,2052570310653,7646,112814077,11,2,13,8
0,0,4,0,1024,2052570369036,7646,112872460,12,11,9,5
0,9,4,0,986,2052570385159,7646,112888583,12,13,7,11
0,12,4,0,977,2052570473934,7646,112977358,12,10,8,13
0,1,4,0,1037,2052570572760,7646,113076184,12,10,7,4
0,16,4,0,950,2052570591357,7646,113094781,12,13,10,10
0,2,4,0,969,2052570733884,7646,113237308,12,2,0,8
0,5,4,0,990,2052571400528,7646,113903952,11,2,14,2
0,13,4,0,1024,2052571471561,7646,113974985,12,11,3,3
0,15,4,0,976,2052571475973,7646,113979397,12,1,1,0
0,10,4,0,966,2052571566840,7646,114070264,11,3,14,5
0,14,4,0,969,2052571923947,7646,114427371,12,14,5,5
0,6,4,0,977,2052571992066,7646,114495490,12,0,1,6
0,8,4,0,966,2052572065994,7646,114569418,12,7,7,11
0,11,4,0,1004,2052572214404,7646,114717828,12,13,7,11
0,3,4,0,988,2052572392441,7646,114895865,12,8,6,14
0,7,4,0,970,2052572419897,7646,114923321,12,5,0,8
0,17,4,0,977,2052572489778,7646,114993202,11,1,13,10
0,4,4,0,1026,2052572784410,7646,115287834,12,10,5,1
0,18,4,0,986,2052572913919,7646,115417343,12,4,0,1
0,0,4,0,1023,2052572967545,7646,115470969,11,2,15,12
0,9,4,0,986,2052572983505,7646,115486929,11,4,13,9
0,0,4,0,258,2052573003223,7646,115506647,2,2,3,3
0,1,4,0,259,2052573003222,7646,115506646,3,14,0,10
0,2,4,0,258,2052573003223,7646,115506647,2,0,1,8
0,3,4,0,257,2052573003222,7646,115506646,2,13,14,6
0,4,4,0,258,2052573003222,7646,115506646,2,10,10,7
0,5,4,0,259,2052573003222,7646,115506646,2,13,14,13
0,6,4,0,259,2052573003222,7646,115506646,3,14,0,7
0,7,4,0,257,2052573003223,7646,115506647,2,1,2,5
0,8,4,0,257,2052573003223,7646,115506647,2,0,1,1
0,9,4,0,260,2052573003223,7646,115506647,2,3,5,13
0,10,4,0,258,2052573003222,7646,115506646,3,14,0,5
0,11,4,0,258,2052573003223,7646,115506647,2,1,2,5
0,12,4,0,259,2052573003222,7646,115506646,3,14,0,13
0,13,4,0,258,2052573003223,7646,115506647,2,0,1,7
0,14,4,0,257,2052573003222,7646,115506646,3,15,1,14
0,15,4,0,259,2052573003223,7646,115506647,2,1,3,4
0,16,4,0,258,2052573003222,7646,115506646,3,14,0,11
0,17,4,0,257,2052573003222,7646,115506646,3,14,0,12
0,18,4,0,257,2052573003222,7646,115506646,2,12,13,13
0,12,4,0,976,2052573076926,7646,115580350,12,4,1,13
0,1,4,0,1037,2052573167252,7646,115670676,12,12,7,15
0,16,4,0,950,2052573206362,7646,115709786,12,7,3,13
0,2,4,0,969,2052573334204,7646,115837628,11,0,14,14
0,5,4,0,991,2052573991060,7646,116494484,12,15,11,15
0,15,4,0,976,2052574071984,7646,116575408,12,12,12,13
0,13,4,0,1024,2052574078072,7646,116581496,12,10,3,4
0,10,4,0,967,2052574169640,7646,116673064,12,8,4,2
0,14,4,0,967,2052574530112,7646,117033536,12,13,4,4
0,6,4,0,977,2052574591115,7646,117094539,12,0,1,13
0,8,4,0,966,2052574673061,7646,117176485,12,8,8,11
0,11,4,0,1003,2052574821858,7646,117325282,11,3,12,12
0,3,4,0,988,2052574992480,7646,117495904,12,7,4,10
0,7,4,0,970,2052575030509,7646,117533933,11,1,11,5
0,17,4,0,978,2052575098509,7646,117601933,12,8,4,13
0,4,4,0,1025,2052575392380,7646,117895804,12,13,9,14
0,18,4,0,985,2052575517279,7646,118020703,12,8,3,1
0,0,4,0,1024,2052575565378,7646,118068802,12,3,1,1
0,9,4,0,986,2052575581955,7646,118085379,11,0,9,1
0,12,4,0,977,2052575679502,7646,118182926,12,10,8,14
0,1,4,0,1037,2052575761701,7646,118265125,12,14,10,6
0,16,4,0,951,2052575821248,7646,118324672,11,1,13,6
0,2,4,0,970,2052575935049,7646,118438473,12,3,1,15
0,5,4,0,990,2052576582862,7646,119086286,12,11,7,6
0,15,4,0,976,2052576668578,7646,119172002,12,2,2,8
0,13,4,0,1022,2052576684413,7646,119187837,12,7,0,7
0,10,4,0,968,2052576771862,7646,119275286,12,4,0,3
0,14,4,0,969,2052577136606,7646,119640030,11,4,11,5
0,6,4,0,977,2052577191596,7646,119695020,12,7,8,1
0,8,4,0,965,2052577280599,7646,119784023,12,8,8,2
0,11,4,0,1003,2052577428955,7646,119932379,11,2,11,3
0,3,4,0,988,2052577592021,7646,120095445,12,13,11,13
0,7,4,0,970,2052577641503,7646,120144927,12,13,7,6
0,17,4,0,978,2052577707289,7646,120210713,12,6,2,7
0,4,4,0,1025,2052577999629,7646,120503053,11,2,13,10
0,0,4,0,258,2052578002920,7646,120506344,2,2,4,13
0,1,4,0,259,2052578002919,7646,120506343,3,15,0,12
0,2,4,0,257,2052578002920,7646,120506344,2,1,2,9
0,3,4,0,257,2052578002919,7646,120506343,3,14,0,14
0,4,4,0,257,2052578002919,7646,120506343,2,11,11,3
0,5,4,0,258,2052578002919,7646,120506343,2,14,15,10
0,6,4,0,260,2052578002920,7646,120506344,2,0,1,6
0,7,4,0,257,2052578002920,7646,120506344,2,1,3,13
0,8,4,0,257,2052578002920,7646,120506344,2,1,2,3
0,9,4,0,260,2052578002920,7646,120506344,2,4,6,12
0,10,4,0,257,2052578002919,7646,120506343,3,15,1,1
0,11,4,0,258,2052578002920,7646,120506344,2,1,3,13
0,12,4,0,259,2052578002919,7646,120506343,3,14,1,2
0,13,4,0,259,2052578002920,7646,120506344,2,1,2,4
0,14,4,0,257,2052578002920,7646,120506344,2,0,2,2
0,15,4,0,259,2052578002920,7646,120506344,2,2,4,3
0,16,4,0,258,2052578002919,7646,120506343,3,14,0,5
0,17,4,0,257,2052578002919,7646,120506343,3,14,0,2
0,18,4,0,258,2052578002919,7646,120506343,2,13,13,8
0,18,4,0,984,2052578120473,7646,120623897,12,11,6,4
0,0,4,0,1022,2052578164506,7646,120667930,12,8,5,11
0,9,4,0,986,2052578181534,7646,120684958,12,7,1,9
0,12,4,0,977,2052578282442,7646,120785866,12,5,3,12
0,1,4,0,1037,2052578355523,7646,120858947,11,0,11,14
0,16,4,0,950,2052578436323,7646,120939747,11,0,12,5
0,2,4,0,970,2052578535664,7646,121039088,12,11,9,13
0,5,4,0,989,2052579174451,7646,121677875,12,4,1,14
0,15,4,0,977,2052579264856,7646,121768280,12,3,2,2
0,13,4,0,1024,2052579290981,7646,121794405,12,13,5,6
0,10,4,0,969,2052579374445,7646,121877869,12,8,4,10
0,14,4,0,969,2052579741776,7646,122245200,11,6,12,9
0,6,4,0,977,2052579789431,7646,122292855,12,4,5,14
0,8,4,0,966,2052579888221,7646,122391645,12,7,8,3
0,11,4,0,1003,2052580035888,7646,122539312,12,12,6,8
0,3,4,0,988,2052580192185,7646,122695609,12,3,1,4
0,7,4,0,970,2052580251974,7646,122755398,12,8,2,4
0,17,4,0,978,2052580316700,7646,122820124,12,9,6,10
0,5,4,0,990,2052580470409,7646,122973833,12,6,3,12
0,4,4,0,1025,2052580607048,7646,123110472,12,7,2,9
0,18,4,0,984,2052580723728,7646,123227152,11,1,12,9
0,0,4,0,1024,2052580763477,7646,123266901,12,9,6,11
0,9,4,0,986,2052580779289,7646,123282713,12,9,3,12
0,12,4,0,977,2052580885109,7646,123388533,12,14,11,11
0,1,4,0,1037,2052580949508,7646,123452932,12,8,4,10
0,16,4,0,951,2052581051259,7646,123554683,12,3,0,13
0,2,4,0,970,2052581136179,7646,123639603,12,13,11,10
0,15,4,0,977,2052581861383,7646,124364807,12,0,0,7
0,13,4,0,1025,2052581897554,7646,124400978,11,5,13,4
0,10,4,0,967,2052581976691,7646,124480115,12,13,8,12
0,14,4,0,970,2052582347996,7646,124851420,11,8,14,10
0,6,4,0,976,2052582387936,7646,124891360,12,12,13,8
0,8,4,0,966,2052582495222,7646,124998646,12,14,14,2
0,11,4,0,1003,2052582643875,7646,125147299,12,7,1,0
0,3,4,0,988,2052582792201,7646,125295625,12,10,8,5
0,7,4,0,969,2052582862450,7646,125365874,11,3,13,15
0,17,4,0,977,2052582925849,7646,125429273,12,4,0,2
0,0,4,0,258,2052583002617,7646,125506041,2,2,3,2
0,1,4,0,259,2052583002616,7646,125506040,3,14,0,11
0,2,4,0,257,2052583002617,7646,125506041,2,0,2,9
0,3,4,0,257,2052583002616,7646,125506040,2,13,14,7
0,4,4,0,258,2052583002616,7646,125506040,2,10,11,7
0,5,4,0,259,2052583002616,7646,125506040,2,14,14,5
0,6,4,0,259,2052583002616,7646,125506040,3,15,1,15
0,7,4,0,257,2052583002617,7646,125506041,2,1,2,4
0,8,4,0,257,2052583002617,7646,125506041,2,0,2,3
0,9,4,0,260,2052583002617,7646,125506041,2,4,5,7
0,10,4,0,258,2052583002616,7646,125506040,3,14,0,4
0,11,4,0,258,2052583002617,7646,125506041,2,1,3,5
0,12,4,0,259,2052583002616,7646,125506040,3,14,0,12
0,13,4,0,259,2052583002617,7646,125506041,2,0,2,4
0,14,4,0,257,2052583002617,7646,125506041,2,0,1,9
0,15,4,0,260,2052583002617,7646,125506041,2,1,3,2
0,16,4,0,257,2052583002616,7646,125506040,3,14,0,9
0,17,4,0,257,2052583002616,7646,125506040,3,14,0,13
0,18,4,0,257,2052583002616,7646,125506040,2,12,13,12
0,5,4,0,990,2052583062422,7646,125565846,12,12,9,12
0,4,4,0,1025,2052583214712,7646,125718136,12,11,7,0
0,18,4,0,986,2052583327251,7646,125830675,12,7,2,5
0,0,4,0,1024,2052583362282,7646,125865706,11,0,13,12
0,9,4,0,986,2052583377666,7646,125881090,12,9,3,4
0,12,4,0,976,2052583487758,7646,125991182,12,11,8,10
0,1,4,0,1037,2052583543380,7646,126046804,12,7,2,7
0,16,4,0,952,2052583666437,7646,126169861,12,7,3,10
0,2,4,0,970,2052583737487,7646,126240911,11,1,14,11
0,15,4,0,976,2052584457559,7646,126960983,12,5,5,1
0,13,4,0,1024,2052584504559,7646,127007983,11,0,7,1
0,10,4,0,967,2052584579146,7646,127082570,11,1,12,5
0,14,4,0,969,2052584954685,7646,127458109,11,3,9,14
0,6,4,0,976,2052584986489,7646,127489913,12,1,3,13
0,8,4,0,966,2052585102294,7646,127605718,12,11,11,6
0,11,4,0,1004,2052585251290,7646,127754714,12,10,4,1
0,3,4,0,989,2052585392829,7646,127896253,12,7,5,13
0,7,4,0,970,2052585473000,7646,127976424,11,3,13,0
0,17,4,0,977,2052585534597,7646,128038021,12,7,3,3
0,5,4,0,990,2052585654583,7646,128158007,12,15,12,13
0,1,4,0,1036,2052585765288,7646,128268712,12,9,4,8
0,4,4,0,1025,2052585822402,7646,128325826,12,10,6,2
0,18,4,0,985,2052585931308,7646,128434732,11,3,14,2
0,0,4,0,1024,2052585960099,7646,128463523,12,6,3,3
0,9,4,0,986,2052585976435,7646,128479859,11,2,11,4
0,12,4,0,977,2052586090650,7646,128594074,12,4,2,11
0,16,4,0,950,2052586281867,7646,128785291,12,6,2,14
0,2,4,0,968,2052586336963,7646,128840387,12,3,1,10
0,15,4,0,976,2052587053850,7646,129557274,12,2,2,5
0,13,4,0,1024,2052587111271,7646,129614695,12,9,2,12
0,10,4,0,967,2052587181778,7646,129685202,11,2,14,8
0,1,4,0,1036,2052587433518,7646,129936942,12,5,1,11
0,14,4,0,969,2052587560690,7646,130064114,11,2,9,12
0,6,4,0,975,2052587584796,7646,130088220,12,6,8,6
0,8,4,0,965,2052587710158,7646,130213582,12,5,5,13
0,11,4,0,1004,2052587858833,7646,130362257,12,12,6,3
0,3,4,0,988,2052587993446,7646,130496870,12,13,11,14
0,0,4,0,258,2052588002314,7646,130505738,2,3,4,9
0,1,4,0,258,2052588002314,7646,130505738,2,0,1,1
0,2,4,0,257,2052588002314,7646,130505738,2,1,3,4
0,3,4,0,257,2052588002313,7646,130505737,3,14,0,4
0,4,4,0,257,2052588002313,7646,130505737,2,11,12,14
0,5,4,0,258,2052588002313,7646,130505737,3,14,0,14
0,6,4,0,260,2052588002314,7646,130505738,2,0,1,10
0,7,4,0,257,2052588002314,7646,130505738,2,2,3,8
0,8,4,0,257,2052588002314,7646,130505738,2,1,2,15
0,9,4,0,260,2052588002314,7646,130505738,2,4,7,1
0,10,4,0,258,2052588002314,7646,130505738,2,0,1,15
0,11,4,0,258,2052588002314,7646,130505738,2,2,4,15
0,12,4,0,259,2052588002314,7646,130505738,2,0,1,7
0,13,4,0,259,2052588002314,7646,130505738,2,1,2,8
0,14,4,0,257,2052588002314,7646,130505738,2,1,2,6
0,15,4,0,259,2052588002314,7646,130505738,2,2,4,15
0,16,4,0,257,2052588002314,7646,130505738,2,0,1,2
0,17,4,0,258,2052588002314,7646,130505738,2,0,1,5
0,18,4,0,258,2052588002313,7646,130505737,2,13,14,1
0,7,4,0,970,2052588083651,7646,130587075,11,4,14,6
0,17,4,0,977,2052588143655,7646,130647079,12,4,0,9
0,5,4,0,990,2052588247046,7646,130750470,12,8,5,2
0,4,4,0,1025,2052588430491,7646,130933915,12,13,8,6
0,18,4,0,985,2052588534804,7646,131038228,11,0,10,0
0,0,4,0,1024,2052588558088,7646,131061512,12,7,5,15
0,9,4,0,985,2052588574533,7646,131077957,11,0,9,8
0,12,4,0,976,2052588694089,7646,131197513,11,0,13,0
0,16,4,0,950,2052588897092,7646,131400516,12,5,1,14
0,2,4,0,968,2052588937141,7646,131440565,12,12,10,4
0,15,4,0,975,2052589648567,7646,132151991,12,6,7,9
0,13,4,0,1024,2052589718386,7646,132221810,12,12,4,15
0,10,4,0,968,2052589784363,7646,132287787,12,7,3,8
0,1,4,0,1037,2052590027546,7646,132530970,12,9,5,4
0,14,4,0,969,2052590165716,7646,132669140,11,4,11,9
0,6,4,0,975,2052590184208,7646,132687632,12,9,10,7
0,8,4,0,966,2052590317837,7646,132821261,12,7,7,6
0,11,4,0,1003,2052590466143,7646,132969567,12,13,7,15
0,3,4,0,988,2052590595112,7646,133098536,12,5,3,1
0,7,4,0,969,2052590693776,7646,133197200,12,10,5,2
0,17,4,0,977,2052590752363,7646,133255787,12,3,0,9
0,5,4,0,991,2052590839319,7646,133342743,12,12,8,6
0,4,4,0,1025,2052591038301,7646,133541725,11,2,13,6
0,18,4,0,985,2052591137678,7646,133641102,11,2,13,5
0,0,4,0,1024,2052591156193,7646,133659617,12,9,7,0
0,9,4,0,987,2052591173490,7646,133676914,11,4,14,3
0,12,4,0,976,2052591297702,7646,133801126,11,2,14,10
0,16,4,0,951,2052591513229,7646,134016653,11,0,11,9
0,2,4,0,968,2052591537134,7646,134040558,12,4,3,2
0,15,4,0,976,2052592244778,7646,134748202,12,14,14,9
0,13,4,0,1024,2052592325374,7646,134828798,12,10,3,13
0,10,4,0,967,2052592387085,7646,134890509,12,9,4,9
0,1,4,0,1036,2052592621851,7646,135125275,11,0,11,1
0,14,4,0,968,2052592772130,7646,135275554,11,2,8,11
0,6,4,0,977,2052592783402,7646,135286826,13,14,0,4
0,8,4,0,966,2052592925406,7646,135428830,12,12,12,8
0,0,4,0,258,2052593002011,7646,135505435,2,3,5,11
0,1,4,0,259,2052593002011,7646,135505435,2,0,1,3
0,2,4,0,257,2052593002011,7646,135505435,2,2,3,14
0,3,4,0,257,2052593002010,7646,135505434,3,15,1,15
0,4,4,0,258,2052593002010,7646,135505434,2,12,12,4
0,5,4,0,259,2052593002010,7646,135505434,3,15,0,5
0,6,4,0,260,2052593002011,7646,135505435,2,1,2,2
0,7,4,0,258,2052593002011,7646,135505435,2,2,3,8
0,8,4,0,257,2052593002011,7646,135505435,2,1,3,13
0,9,4,0,260,2052593002011,7646,135505435,2,5,7,10
0,10,4,0,258,2052593002011,7646,135505435,2,0,1,12
0,11,4,0,258,2052593002011,7646,135505435,2,2,4,12
0,12,4,0,259,2052593002011,7646,135505435,2,0,1,4
0,13,4,0,259,2052593002011,7646,135505435,2,1,3,10
0,14,4,0,257,2052593002011,7646,135505435,2,1,2,5
0,15,4,0,259,2052593002011,7646,135505435,2,2,4,12
0,16,4,0,258,2052593002011,7646,135505435,2,0,1,2
0,17,4,0,258,2052593002011,7646,135505435,2,0,1,6
0,18,4,0,257,2052593002010,7646,135505434,2,13,14,0
0,11,4,0,1002,2052593073258,7646,135576682,12,10,5,3
0,3,4,0,987,2052593194592,7646,135698016,12,9,7,13
0,7,4,0,968,2052593303480,7646,135806904,12,14,9,0
0,17,4,0,977,2052593360671,7646,135864095,11,0,11,10
0,5,4,0,990,2052593432109,7646,135935533,11,1,13,13
0,4,4,0,1024,2052593646261,7646,136149685,11,2,13,6
0,18,4,0,985,2052593741403,7646,136244827,12,4,0,12
0,0,4,0,1024,2052593754300,7646,136257724,12,14,11,7
0,9,4,0,986,2052593772013,7646,136275437,12,15,8,0
0,12,4,0,977,2052593901629,7646,136405053,12,9,6,12
0,16,4,0,950,2052594130127,7646,136633551,12,5,1,1
0,2,4,0,969,2052594136700,7646,136640124,12,6,4,9
0,15,4,0,976,2052594841627,7646,137345051,12,11,11,13
0,13,4,0,1025,2052594932113,7646,137435537,12,12,4,12
0,10,4,0,967,2052594989919,7646,137493343,12,5,0,6
0,1,4,0,1036,2052595215600,7646,137719024,12,11,7,8
0,14,4,0,968,2052595377612,7646,137881036,12,14,6,5
0,6,4,0,976,2052595383018,7646,137886442,13,15,1,5
0,8,4,0,966,2052595533213,7646,138036637,12,8,8,6
0,11,4,0,1003,2052595680428,7646,138183852,12,12,6,15
0,3,4,0,989,2052595794620,7646,138298044,12,4,3,5
0,7,4,0,969,2052595913415,7646,138416839,12,12,7,14
0,17,4,0,977,2052595969896,7646,138473320,12,14,11,9
0,5,4,0,990,2052596024878,7646,138528302,12,13,9,6
0,15,4,0,976,2052596140008,7646,138643432,13,14,0,8
0,4,4,0,1025,2052596254087,7646,138757511,12,14,9,7
0,18,4,0,986,2052596345010,7646,138848434,12,7,3,4
0,0,4,0,1024,2052596352365,7646,138855789,12,13,10,8
0,9,4,0,986,2052596371105,7646,138874529,12,8,2,0
0,12,4,0,976,2052596504839,7646,139008263,12,7,4,14
0,2,4,0,969,2052596737304,7646,139240728,12,7,5,15
0,16,4,0,950,2052596745889,7646,139249313,12,8,5,15
0,13,4,0,1024,2052597538684,7646,140042108,12,15,7,1
0,10,4,0,968,2052597592767,7646,140096191,12,5,1,12
0,1,4,0,1037,2052597809656,7646,140313080,12,12,7,6
0,6,4,0,975,2052597980813,7646,140484237,13,14,0,6
0,14,4,0,968,2052597983218,7646,140486642,11,0,7,4
0,0,4,0,258,2052598001708,7646,140505132,2,3,5,1
0,1,4,0,259,2052598001708,7646,140505132,2,0,1,9
0,2,4,0,257,2052598001708,7646,140505132,2,2,3,4
0,3,4,0,258,2052598001707,7646,140505131,3,15,1,5
0,4,4,0,258,2052598001707,7646,140505131,2,12,12,13
0,5,4,0,259,2052598001707,7646,140505131,3,15,0,12
0,6,4,0,260,2052598001708,7646,140505132,2,1,2,8
0,7,4,0,258,2052598001708,7646,140505132,2,2,3,2
0,8,4,0,257,2052598001708,7646,140505132,2,1,3,7
0,9,4,0,260,2052598001708,7646,140505132,2,5,7,0
0,10,4,0,258,2052598001708,7646,140505132,2,0,1,6
0,11,4,0,259,2052598001708,7646,140505132,2,2,4,7
0,12,4,0,259,2052598001708,7646,140505132,2,0,1,14
0,13,4,0,259,2052598001708,7646,140505132,2,1,3,0
0,14,4,0,257,2052598001708,7646,140505132,2,1,2,15
0,15,4,0,260,2052598001708,7646,140505132,2,3,4,9
0,16,4,0,257,2052598001708,7646,140505132,2,0,1,11
0,17,4,0,257,2052598001708,7646,140505132,2,0,1,15
0,18,4,0,258,2052598001707,7646,140505131,2,13,14,10
0,8,4,0,966,2052598140958,7646,140644382,12,10,11,2
0,11,4,0,1004,2052598288323,7646,140791747,12,12,6,1
0,3,4,0,987,2052598395355,7646,140898779,12,6,4,1
0,7,4,0,969,2052598523455,7646,141026879,11,1,11,2
0,17,4,0,977,2052598578166,7646,141081590,12,7,4,12
0,5,4,0,990,2052598617541,7646,141120965,12,14,11,2
0,15,4,0,975,2052598737258,7646,141240682,12,11,10,0
0,4,4,0,1025,2052598861712,7646,141365136,11,0,11,4
0,18,4,0,984,2052598947857,7646,141451281,12,13,8,6
0,0,4,0,1024,2052598950415,7646,141453839,12,13,10,0
0,9,4,0,985,2052598968948,7646,141472372,12,6,1,10
0,12,4,0,976,2052599109402,7646,141612826,11,2,14,14
0,2,4,0,970,2052599336754,7646,141840178,11,1,14,7
0,16,4,0,950,2052599361217,7646,141864641,12,9,6,7
0,13,4,0,1024,2052600144806,7646,142648230,12,7,0,14
0,10,4,0,968,2052600196233,7646,142699657,11,1,12,8
